id,path,label
7cace43d3a244cf1a6262ba91c1e0054,train/EASTERN DAPPLE WHITE/7cace43d3a244cf1a6262ba91c1e0054.jpg,EASTERN DAPPLE WHITE
085f340273f14a56bc71863e012e6485,train/ELBOWED PIERROT/085f340273f14a56bc71863e012e6485.jpg,ELBOWED PIERROT
25a0fb3cd02748608434c40360d11ab7,train/GLITTERING SAPPHIRE/25a0fb3cd02748608434c40360d11ab7.jpg,GLITTERING SAPPHIRE
dcac046f1e534e10aa0b57262dbe342c,train/BANDED TIGER MOTH/dcac046f1e534e10aa0b57262dbe342c.jpg,BANDED TIGER MOTH
f889ccf7735344a7900646ae069656d6,train/ULYSES/f889ccf7735344a7900646ae069656d6.jpg,ULYSES
006b950a29d24abf837368d9c2f8cae2,train/STRAITED QUEEN/006b950a29d24abf837368d9c2f8cae2.jpg,STRAITED QUEEN
dd7a0072a8e8436eaf84b63b4539d931,train/PIPEVINE SWALLOW/dd7a0072a8e8436eaf84b63b4539d931.jpg,PIPEVINE SWALLOW
2f016a4685f84233ac9c0dba34842dae,train/CLOUDED SULPHUR/2f016a4685f84233ac9c0dba34842dae.jpg,CLOUDED SULPHUR
f2fd6ee9311a4b55a05bf6a2fc9075a0,train/MANGROVE SKIPPER/f2fd6ee9311a4b55a05bf6a2fc9075a0.jpg,MANGROVE SKIPPER
dcef7b50bdeb4fbe946f907524910fae,train/BANDED ORANGE HELICONIAN/dcef7b50bdeb4fbe946f907524910fae.jpg,BANDED ORANGE HELICONIAN
f7429147bad94bd497d5ffa166475159,train/BIRD CHERRY ERMINE MOTH/f7429147bad94bd497d5ffa166475159.jpg,BIRD CHERRY ERMINE MOTH
905339dd746d45e4b1bda76d56caa6bd,train/CLEARWING MOTH/905339dd746d45e4b1bda76d56caa6bd.jpg,CLEARWING MOTH
eac31362e27b48f786d7fbe9afc9755a,train/CABBAGE WHITE/eac31362e27b48f786d7fbe9afc9755a.jpg,CABBAGE WHITE
c0cbaaac3598469893f92a9600353051,train/BIRD CHERRY ERMINE MOTH/c0cbaaac3598469893f92a9600353051.jpg,BIRD CHERRY ERMINE MOTH
f73caaef2bda4f148e8a595c98f21194,train/BLACK HAIRSTREAK/f73caaef2bda4f148e8a595c98f21194.jpg,BLACK HAIRSTREAK
af0afd10e6a7468db4530848da0f1aab,train/LUNA MOTH/af0afd10e6a7468db4530848da0f1aab.jpg,LUNA MOTH
f3def7cef08e4a2e8ac033d3e19e58fe,train/GREY HAIRSTREAK/f3def7cef08e4a2e8ac033d3e19e58fe.jpg,GREY HAIRSTREAK
adb74fae350b4ef38d6115523105b218,train/GLITTERING SAPPHIRE/adb74fae350b4ef38d6115523105b218.jpg,GLITTERING SAPPHIRE
afe452a5c17c42d7b4dd787c9782f6b0,train/ORANGE OAKLEAF/afe452a5c17c42d7b4dd787c9782f6b0.jpg,ORANGE OAKLEAF
375485cfcb1848dc85340762c61941c4,train/GREAT JAY/375485cfcb1848dc85340762c61941c4.jpg,GREAT JAY
aee297331db3460b8969affd5e2d3ddf,train/BROOKES BIRDWING/aee297331db3460b8969affd5e2d3ddf.jpg,BROOKES BIRDWING
f058fb0db6d24aa380c829292c0233e0,train/BANDED PEACOCK/f058fb0db6d24aa380c829292c0233e0.jpg,BANDED PEACOCK
ae4907df776241aeaee805ef3f1917be,train/SILVER SPOT SKIPPER/ae4907df776241aeaee805ef3f1917be.jpg,SILVER SPOT SKIPPER
4980c818880549b38188583fc67654ed,train/OLEANDER HAWK MOTH/4980c818880549b38188583fc67654ed.jpg,OLEANDER HAWK MOTH
a25a8f36fa3844e38dc56af025048513,train/SLEEPY ORANGE/a25a8f36fa3844e38dc56af025048513.jpg,SLEEPY ORANGE
dbadfac57e5945489e58b8048396b0ae,train/GOLD BANDED/dbadfac57e5945489e58b8048396b0ae.jpg,GOLD BANDED
cb80c8f71ab84c48966168de25294c47,train/QUESTION MARK/cb80c8f71ab84c48966168de25294c47.jpg,QUESTION MARK
92cb69ae10134c5992860c42dbfaeac6,train/PEACOCK/92cb69ae10134c5992860c42dbfaeac6.jpg,PEACOCK
125aa1e60195431fb55d291ba2dbe06c,train/CLEARWING MOTH/125aa1e60195431fb55d291ba2dbe06c.jpg,CLEARWING MOTH
e76ec89970834ded8812f025d5a4ffad,train/COMMON BANDED AWL/e76ec89970834ded8812f025d5a4ffad.jpg,COMMON BANDED AWL
be2c5f3b7e3c48e5b7dd3563ba5744e7,train/GARDEN TIGER MOTH/be2c5f3b7e3c48e5b7dd3563ba5744e7.jpg,GARDEN TIGER MOTH
1d62a8d8339b4f129bf38d99641f3429,train/CABBAGE WHITE/1d62a8d8339b4f129bf38d99641f3429.jpg,CABBAGE WHITE
5548e18971354ebfa27fb277442972b7,train/PAPER KITE/5548e18971354ebfa27fb277442972b7.jpg,PAPER KITE
c63dfb53a20049dcaa1836f71c5dd9c5,train/EASTERN COMA/c63dfb53a20049dcaa1836f71c5dd9c5.jpg,EASTERN COMA
cca774ef80734f0a8871799032414a93,train/COPPER TAIL/cca774ef80734f0a8871799032414a93.jpg,COPPER TAIL
479696162f144f64a6c8242d879b4807,train/QUESTION MARK/479696162f144f64a6c8242d879b4807.jpg,QUESTION MARK
7f24ebe975944ca0a4e816b8eb444872,train/GOLD BANDED/7f24ebe975944ca0a4e816b8eb444872.jpg,GOLD BANDED
91c419fa19274418a7fc0810b350f1f6,train/ADONIS/91c419fa19274418a7fc0810b350f1f6.jpg,ADONIS
a19e0a19235d40569edbc41bb2c0f8f2,train/GREAT JAY/a19e0a19235d40569edbc41bb2c0f8f2.jpg,GREAT JAY
8158ecabebc6441f8bb698d3cff46b9c,train/GREY HAIRSTREAK/8158ecabebc6441f8bb698d3cff46b9c.jpg,GREY HAIRSTREAK
e4c9312cca414ec983a04fca9d2c1157,train/MOURNING CLOAK/e4c9312cca414ec983a04fca9d2c1157.jpg,MOURNING CLOAK
79eaae4966e04bd0a25af6cdab2e78b1,train/GREEN CELLED CATTLEHEART/79eaae4966e04bd0a25af6cdab2e78b1.jpg,GREEN CELLED CATTLEHEART
7e3cacfc1f21421d83f5c28f06fefb5e,train/GARDEN TIGER MOTH/7e3cacfc1f21421d83f5c28f06fefb5e.jpg,GARDEN TIGER MOTH
b12eaa61043b43f6b267be5ef13ed70f,train/CLEARWING MOTH/b12eaa61043b43f6b267be5ef13ed70f.jpg,CLEARWING MOTH
58ac5b3a2cde461fbae534a7b8bb9e81,train/BROWN ARGUS/58ac5b3a2cde461fbae534a7b8bb9e81.jpg,BROWN ARGUS
117b97d3e5bc441cbea02bf726c9e1f6,train/PINE WHITE/117b97d3e5bc441cbea02bf726c9e1f6.jpg,PINE WHITE
3d2da988920d440f891faad59accc0e1,train/BANDED TIGER MOTH/3d2da988920d440f891faad59accc0e1.jpg,BANDED TIGER MOTH
6ff18d94e37c4ac497225a671d40132a,train/MONARCH/6ff18d94e37c4ac497225a671d40132a.jpg,MONARCH
a1cea34958a04ce1a67a2e9c2a1a33a0,train/CHECQUERED SKIPPER/a1cea34958a04ce1a67a2e9c2a1a33a0.jpg,CHECQUERED SKIPPER
3adeb82ceef44235ae2b16b17f4af13b,train/RED POSTMAN/3adeb82ceef44235ae2b16b17f4af13b.jpg,RED POSTMAN
4cac0633794f4bc7ab44bdb441fd9d13,train/CRIMSON PATCH/4cac0633794f4bc7ab44bdb441fd9d13.jpg,CRIMSON PATCH
856989c49d3c446f8f109b22f9aa01d7,train/ADONIS/856989c49d3c446f8f109b22f9aa01d7.jpg,ADONIS
5b4193e0386d4ea99301032112a2ad96,train/AMERICAN SNOOT/5b4193e0386d4ea99301032112a2ad96.jpg,AMERICAN SNOOT
8455d3146fce4810834bb6495d05825e,train/BANDED TIGER MOTH/8455d3146fce4810834bb6495d05825e.jpg,BANDED TIGER MOTH
c76c9942653b4cb89ac69dde7ac764fa,train/BIRD CHERRY ERMINE MOTH/c76c9942653b4cb89ac69dde7ac764fa.jpg,BIRD CHERRY ERMINE MOTH
ddf598f8e0e94b798c7d739e0a5c1155,train/PURPLE HAIRSTREAK/ddf598f8e0e94b798c7d739e0a5c1155.jpg,PURPLE HAIRSTREAK
bcbd6e91eafb4e01b6d4fa0f40e6d3e4,train/MADAGASCAN SUNSET MOTH/bcbd6e91eafb4e01b6d4fa0f40e6d3e4.jpg,MADAGASCAN SUNSET MOTH
5b0817b7f302450589a26f718922dc68,train/ZEBRA LONG WING/5b0817b7f302450589a26f718922dc68.jpg,ZEBRA LONG WING
509c5eec034941e9a704f2fe6fe9e2ed,train/BLUE MORPHO/509c5eec034941e9a704f2fe6fe9e2ed.jpg,BLUE MORPHO
e982553e083a458bb99df2a20093ec42,train/HERCULES MOTH/e982553e083a458bb99df2a20093ec42.jpg,HERCULES MOTH
51eb39e3dd8048f2ae4067c1269dbae2,train/CINNABAR MOTH/51eb39e3dd8048f2ae4067c1269dbae2.jpg,CINNABAR MOTH
a5dfd3ea613a4cadba12b8913926a9ce,train/HERCULES MOTH/a5dfd3ea613a4cadba12b8913926a9ce.jpg,HERCULES MOTH
b1a5fee14f8943debabd5df162d3072a,train/COMMON BANDED AWL/b1a5fee14f8943debabd5df162d3072a.jpg,COMMON BANDED AWL
a53f8613565e4a9dad19a123a340dc62,train/MILBERTS TORTOISESHELL/a53f8613565e4a9dad19a123a340dc62.jpg,MILBERTS TORTOISESHELL
2a13c87c1f95421e835f9a6e26f665a3,train/CAIRNS BIRDWING/2a13c87c1f95421e835f9a6e26f665a3.jpg,CAIRNS BIRDWING
4ffc8d5840964907a3b3ef308ed5a630,train/HERCULES MOTH/4ffc8d5840964907a3b3ef308ed5a630.jpg,HERCULES MOTH
99b8da6ccd684042b10fe48176fbbb72,train/BECKERS WHITE/99b8da6ccd684042b10fe48176fbbb72.jpg,BECKERS WHITE
9d8d5c54d65e4d199257711566cc8226,train/PURPLISH COPPER/9d8d5c54d65e4d199257711566cc8226.jpg,PURPLISH COPPER
40b5a10fa3d84b8fb00c5acc20cfca7b,train/LUNA MOTH/40b5a10fa3d84b8fb00c5acc20cfca7b.jpg,LUNA MOTH
eff597ec1e91437592b1fbce91197dbf,train/RED CRACKER/eff597ec1e91437592b1fbce91197dbf.jpg,RED CRACKER
29ba05cb49264f61a4a4c7aadabde2f2,train/CLOUDED SULPHUR/29ba05cb49264f61a4a4c7aadabde2f2.jpg,CLOUDED SULPHUR
58c1844e1efa40039237ea02b516ce40,train/COMMON WOOD-NYMPH/58c1844e1efa40039237ea02b516ce40.jpg,COMMON WOOD-NYMPH
3c60fcb6a17645efaccb735ea542c057,train/ZEBRA LONG WING/3c60fcb6a17645efaccb735ea542c057.jpg,ZEBRA LONG WING
70bfc7592674463c93cd3fe9d8241687,train/HERCULES MOTH/70bfc7592674463c93cd3fe9d8241687.jpg,HERCULES MOTH
6cdd43a7fb784c48b4b4bce42d727793,train/MOURNING CLOAK/6cdd43a7fb784c48b4b4bce42d727793.jpg,MOURNING CLOAK
a6b274cb7942439bb6da8f3a8cbe9c30,train/CINNABAR MOTH/a6b274cb7942439bb6da8f3a8cbe9c30.jpg,CINNABAR MOTH
084f17ffcf9f4c6c97734489170a3ab4,train/Iphiclus sister/084f17ffcf9f4c6c97734489170a3ab4.jpg,IPHICLUS SISTER
9cb5bcfa5eba483c9a89bc808203fe5d,train/ARCIGERA FLOWER MOTH/9cb5bcfa5eba483c9a89bc808203fe5d.jpg,ARCIGERA FLOWER MOTH
f32acda565c84422ba5873bb15c350c5,train/SOUTHERN DOGFACE/f32acda565c84422ba5873bb15c350c5.jpg,SOUTHERN DOGFACE
a6ec11ab1fff44feae6d6e26500ff085,train/COPPER TAIL/a6ec11ab1fff44feae6d6e26500ff085.jpg,COPPER TAIL
11a391c79d8b4a3d822dbc472a06d8be,train/BANDED ORANGE HELICONIAN/11a391c79d8b4a3d822dbc472a06d8be.jpg,BANDED ORANGE HELICONIAN
861dd42c25834af88a85494829ccb0db,train/DANAID EGGFLY/861dd42c25834af88a85494829ccb0db.jpg,DANAID EGGFLY
46364561e67049acb94f3a56721f5ec6,train/ZEBRA LONG WING/46364561e67049acb94f3a56721f5ec6.jpg,ZEBRA LONG WING
5a0bc8c3cdec46b29b1afd726bae8edd,train/BANDED PEACOCK/5a0bc8c3cdec46b29b1afd726bae8edd.jpg,BANDED PEACOCK
c3b01a5472724ba7aa76436eb3f5dffb,train/BROOKES BIRDWING/c3b01a5472724ba7aa76436eb3f5dffb.jpg,BROOKES BIRDWING
d550fde4d11647a59c5d5de8d54a64e9,train/POLYPHEMUS MOTH/d550fde4d11647a59c5d5de8d54a64e9.jpg,POLYPHEMUS MOTH
f04281bbf42e473f9c4740986ad165a0,train/MADAGASCAN SUNSET MOTH/f04281bbf42e473f9c4740986ad165a0.jpg,MADAGASCAN SUNSET MOTH
c7bc0a8ca1a440b3af03039642f7221f,train/ARCIGERA FLOWER MOTH/c7bc0a8ca1a440b3af03039642f7221f.jpg,ARCIGERA FLOWER MOTH
061dc07a3ae345e68230b490f64492d1,train/WHITE LINED SPHINX MOTH/061dc07a3ae345e68230b490f64492d1.jpg,WHITE LINED SPHINX MOTH
9aebf1c02535494e8dc68122eb5c8da1,train/BROWN SIPROETA/9aebf1c02535494e8dc68122eb5c8da1.jpg,BROWN SIPROETA
853afe1ac4f24840a04b36d58980d4be,train/AFRICAN GIANT SWALLOWTAIL/853afe1ac4f24840a04b36d58980d4be.jpg,AFRICAN GIANT SWALLOWTAIL
16e4701113db40508a4b105901bcc40f,train/WHITE LINED SPHINX MOTH/16e4701113db40508a4b105901bcc40f.jpg,WHITE LINED SPHINX MOTH
ff4b0188bc0348a89b2eb711bd1202ae,train/CHALK HILL BLUE/ff4b0188bc0348a89b2eb711bd1202ae.jpg,CHALK HILL BLUE
74686b4ebb404f48890f3c5dff480a4f,train/SIXSPOT BURNET MOTH/74686b4ebb404f48890f3c5dff480a4f.jpg,SIXSPOT BURNET MOTH
2489b258a1fc476690540f52415649dc,train/ORANGE OAKLEAF/2489b258a1fc476690540f52415649dc.jpg,ORANGE OAKLEAF
bac3322878ec4cde91e426945ee067f6,train/CLOUDED SULPHUR/bac3322878ec4cde91e426945ee067f6.jpg,CLOUDED SULPHUR
e4cf1397904e4ee2b7ff4da25a7fea4c,train/HERCULES MOTH/e4cf1397904e4ee2b7ff4da25a7fea4c.jpg,HERCULES MOTH
38384f2df3fa423e99abc3792a3e943f,train/EASTERN COMA/38384f2df3fa423e99abc3792a3e943f.jpg,EASTERN COMA
26956e8cdae54abc8ed0604b9421cad7,train/GREEN CELLED CATTLEHEART/26956e8cdae54abc8ed0604b9421cad7.jpg,GREEN CELLED CATTLEHEART
45b86967740d42dc8ee20d22e56f5b2e,train/GREY HAIRSTREAK/45b86967740d42dc8ee20d22e56f5b2e.jpg,GREY HAIRSTREAK
84cf2a56e2d345a480369bcf01fb168b,train/AFRICAN GIANT SWALLOWTAIL/84cf2a56e2d345a480369bcf01fb168b.jpg,AFRICAN GIANT SWALLOWTAIL
3859a336bdf947b2a0d193233a1e19de,train/GREEN HAIRSTREAK/3859a336bdf947b2a0d193233a1e19de.jpg,GREEN HAIRSTREAK
ca5b683252794954b2e061eeed1dc9a8,train/WHITE LINED SPHINX MOTH/ca5b683252794954b2e061eeed1dc9a8.jpg,WHITE LINED SPHINX MOTH
c0e459c067234d848fcd378753d9e41b,train/METALMARK/c0e459c067234d848fcd378753d9e41b.jpg,METALMARK
1bc4b4bc6d414f11bd1ebcaa6adc5977,train/LUNA MOTH/1bc4b4bc6d414f11bd1ebcaa6adc5977.jpg,LUNA MOTH
e63e44e2f0054e5e8c8072cb17f4caed,train/OLEANDER HAWK MOTH/e63e44e2f0054e5e8c8072cb17f4caed.jpg,OLEANDER HAWK MOTH
ea60e542aba54304b140857c451073f9,train/SCARCE SWALLOW/ea60e542aba54304b140857c451073f9.jpg,SCARCE SWALLOW
c154ac4523af4c95b81de732353d463c,train/GREY HAIRSTREAK/c154ac4523af4c95b81de732353d463c.jpg,GREY HAIRSTREAK
0b7e159c62614ae49cd8ba90c8814460,train/ULYSES/0b7e159c62614ae49cd8ba90c8814460.jpg,ULYSES
b13c993552654d6ca6d9662e9c33d418,train/CRIMSON PATCH/b13c993552654d6ca6d9662e9c33d418.jpg,CRIMSON PATCH
fa3d1f24e47e4cdd88840a67eccb1e14,train/GOLD BANDED/fa3d1f24e47e4cdd88840a67eccb1e14.jpg,GOLD BANDED
8f42cfa323944131b611689a6cb63fd3,train/ROSY MAPLE MOTH/8f42cfa323944131b611689a6cb63fd3.jpg,ROSY MAPLE MOTH
658214a69db84ad8a74b58947591d3a9,train/GREEN CELLED CATTLEHEART/658214a69db84ad8a74b58947591d3a9.jpg,GREEN CELLED CATTLEHEART
52adbf9b56f348d1847da843245405f2,train/CLODIUS PARNASSIAN/52adbf9b56f348d1847da843245405f2.jpg,CLODIUS PARNASSIAN
0b381209123d430998347095c908aa75,train/CRECENT/0b381209123d430998347095c908aa75.jpg,CRECENT
